date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:01	5863/5863	---M--	404	error ('Not%20Found')	application/octet-stream	etag:%229013b8709a4be703a66a7eb48b4d8395%22	https://www.metagistics.uk/robots.txt		(from )
11:18:01	35698/35698	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Oct%202024%2015:44:07%20GMT	https://www.metagistics.uk/	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/index.html	(from )
11:18:01	92262/92262	---M-Z	200	added ('OK')	text/css	etag:%2265728e3835576293de1b69cb0751796c%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/css/webmetagistic.webflow.d5d57622c.css	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/css/webmetagistic.webflow.d5d57622c.css	(from https://www.metagistics.uk/)
11:18:01	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	G:/proggenius/site-copie/.metagistics/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://www.metagistics.uk/)
11:18:02	1097/1097	---M--	200	added ('OK')	image/png	etag:%22de07a3b8727be10cb8e59d7e48ca6ddb%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/632860e3c5bca90d53ed1c10_favicon-32x32.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/632860e3c5bca90d53ed1c10_favicon-32x32.png	(from https://www.metagistics.uk/)
11:18:02	15468/15468	---M--	200	added ('OK')	image/png	etag:%22c8ede5ca26cd8b57fbf573d6d2274e6e%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6328748f299f34266f3b21b3_fav%20d.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6328748f299f34266f3b21b3_fav%20d.png	(from https://www.metagistics.uk/)
11:18:02	234260/234260	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Oct%202024%2009:18:03%20GMT	https://connect.facebook.net/en_US/fbevents.js	G:/proggenius/site-copie/.metagistics/connect.facebook.net/en_US/fbevents.js	(from https://www.metagistics.uk/)
11:18:03	87462/87462	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-155a6%22	https://code.jquery.com/jquery-3.7.0.min.js	G:/proggenius/site-copie/.metagistics/code.jquery.com/jquery-3.7.0.min.js	(from https://www.metagistics.uk/)
11:18:03	19157/19157	---M-Z	200	added ('OK')	text/css	etag:%22602836ba-4ad5%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/css/intlTelInput.min.css	G:/proggenius/site-copie/.metagistics/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/css/intlTelInput.min.css	(from https://www.metagistics.uk/)
11:18:03	63361/63361	---M--	200	added ('OK')	image/png	etag:%2255e84f04b95de95c6772d1ac7aa0b383%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317b0aac6a801c6186a1812_xlogo%20mtgst.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317b0aac6a801c6186a1812_xlogo%20mtgst.png	(from https://www.metagistics.uk/)
11:18:03	14217/14217	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Oct%202024%2002:57:23%20GMT	https://www.metagistics.uk/form	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/form.html	(from https://www.metagistics.uk/)
11:18:04	167414/167414	---M--	200	added ('OK')	image/png	etag:%222d7316a4cf0d0b019ab28c1d73a3dd03%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bdacbe6247ed95a72567_xM_00.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bdacbe6247ed95a72567_xM_00.png	(from https://www.metagistics.uk/)
11:18:04	8711/8711	---M--	200	added ('OK')	image/png	etag:%228e9cad8038d4ee9630c2a2de506bd720%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300e61d7c69a272b7596abc_w2.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300e61d7c69a272b7596abc_w2.png	(from https://www.metagistics.uk/)
11:18:04	33730/33730	---M--	200	added ('OK')	image/png	etag:%22c5c120b768ec78daf382d86bd8a49181%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6311154303087d6d32333932_npg.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6311154303087d6d32333932_npg.png	(from https://www.metagistics.uk/)
11:18:05	188357/188357	---M--	200	added ('OK')	image/png	etag:%2295bd4f2ccb408d48591374263da7e389%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bc0023f81775ae758804_M_02.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bc0023f81775ae758804_M_02.png	(from https://www.metagistics.uk/)
11:18:05	184049/184049	---M--	200	added ('OK')	image/png	etag:%2205c845079b64ea57699ab6533d972138%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bc00634c24ce47d1f42f_M_01.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bc00634c24ce47d1f42f_M_01.png	(from https://www.metagistics.uk/)
11:18:05	172158/172158	---M--	200	added ('OK')	image/png	etag:%225f8be4ce38aa2a6f7ce2f734a01e655c%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bc001142abe87c17a990_M_03.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6307bc001142abe87c17a990_M_03.png	(from https://www.metagistics.uk/)
11:18:06	162982/162982	---M--	200	added ('OK')	image/png	etag:%22c17de23a4173353d5816ce5a41d29e32%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300be0e2da10fa8745f453c_x03.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300be0e2da10fa8745f453c_x03.png	(from https://www.metagistics.uk/)
11:18:06	307515/307515	---M--	200	added ('OK')	image/png	etag:%22e024b3c7de8acf850467c096429488de%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300be0e2e6fcd67cffcafff_x01.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300be0e2e6fcd67cffcafff_x01.png	(from https://www.metagistics.uk/)
11:18:06	197464/197464	---M--	200	added ('OK')	image/png	etag:%221ef25f2802f69cd3a1275dd282a15825%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300be0e510a1874aeb235ce_x02.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6300be0e510a1874aeb235ce_x02.png	(from https://www.metagistics.uk/)
11:18:07	122832/122832	---M--	200	added ('OK')	image/png	etag:%225112e2529a415f293fe1d1217f4faeaf%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6310b1f581e79c0e764bfbb0_image-4.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6310b1f581e79c0e764bfbb0_image-4.png	(from https://www.metagistics.uk/)
11:18:07	407653/407653	---M--	200	added ('OK')	image/png	etag:%2274763be284dfe83db52385ff40e8e291%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6311165baa490acc2d289af0_image-3.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6311165baa490acc2d289af0_image-3.png	(from https://www.metagistics.uk/)
11:18:07	108033/108033	---M--	200	added ('OK')	image/png	etag:%222044b373ac89c2160d34e3ac758dce36%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6311166fc42bad6e817c1056_BIFA_welcomes_investigation_.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6311166fc42bad6e817c1056_BIFA_welcomes_investigation_.png	(from https://www.metagistics.uk/)
11:18:08	14475/14475	---M--	200	added ('OK')	image/png	etag:%2277f251cd07c8bb8d35d695b298d1fcb4%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c063164b3056d45c725b_p1.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c063164b3056d45c725b_p1.png	(from https://www.metagistics.uk/)
11:18:08	21792/21792	---M--	200	added ('OK')	image/png	etag:%2212733c4740c579558dec2a0d8c74837c%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c0884f7f0d1ac1524819_p2.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c0884f7f0d1ac1524819_p2.png	(from https://www.metagistics.uk/)
11:18:08	12355/12355	---M--	200	added ('OK')	image/png	etag:%22531e73a726c59090482428a011fe17eb%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c095a57dcb9f4355b939_p3.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c095a57dcb9f4355b939_p3.png	(from https://www.metagistics.uk/)
11:18:08	13044/13044	---M--	200	added ('OK')	image/png	etag:%227b70c38ba0cdbe3b2641f21301340e3c%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c132f263b61dc661c6f4_p4.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6317c132f263b61dc661c6f4_p4.png	(from https://www.metagistics.uk/)
11:18:09	12144/12144	---M--	200	added ('OK')	image/png	etag:%220ac27790de8bea9cc6c9b12cd6362074%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6318b386ee756a2af14085e8_p5.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/6318b386ee756a2af14085e8_p5.png	(from https://www.metagistics.uk/)
11:18:09	5529/5529	---M--	200	added ('OK')	image/png	etag:%221f7d697ee869cb2fc0852a06d44840ad%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/631f24f5fc78777a93791752_p7.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/631f24f5fc78777a93791752_p7.png	(from https://www.metagistics.uk/)
11:18:09	2552/2552	---M--	200	added ('OK')	image/png	etag:%221546fa18ee7b030b0f3fa5e90f43fc15%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/63134040d59581018db0deeb_WhatsAppButtonGreenLarge.png	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/63134040d59581018db0deeb_WhatsAppButtonGreenLarge.png	(from https://www.metagistics.uk/)
11:18:09	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=62ff945f5599ab3128c8264e	G:/proggenius/site-copie/.metagistics/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8b084.js	(from https://www.metagistics.uk/)
11:18:10	203494/203494	---M-Z	200	added ('OK')	text/javascript	etag:%222542342454b0d4c80661c963a40ff81f%22	https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/js/webflow.82333a6f5.js	G:/proggenius/site-copie/.metagistics/cdn.prod.website-files.com/62ff945f5599ab3128c8264e/js/webflow.82333a6f5.js	(from https://www.metagistics.uk/)
11:18:10	29521/29521	---M-Z	200	added ('OK')	application/javascript	etag:%22602836ba-7351%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/js/intlTelInput.min.js	G:/proggenius/site-copie/.metagistics/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/js/intlTelInput.min.js	(from https://www.metagistics.uk/)
11:18:10	245626/245626	---M-Z	200	added ('OK')	application/javascript	etag:%226028372e-3bf7a%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/js/utils.min.js	G:/proggenius/site-copie/.metagistics/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.12/js/utils.min.js	(from https://www.metagistics.uk/)
11:18:11	758154/758154	---M--	200	added ('OK')	image/png	etag:%2259cc0ea69a93c102261b9b9e81be52a8%22	https://uploads-ssl.webflow.com/62ff945f5599ab3128c8264e/6307a8ea18bcfd369f785ba0_back%20003.png	G:/proggenius/site-copie/.metagistics/uploads-ssl.webflow.com/62ff945f5599ab3128c8264e/6307a8ea18bcfd369f785ba0_back%20003.png	(from https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/css/webmetagistic.webflow.d5d57622c.css)
11:18:11	729983/729983	---M--	200	added ('OK')	image/png	etag:%22e482a7a226220292aeb76707dc7b002d%22	https://uploads-ssl.webflow.com/62ff945f5599ab3128c8264e/6314e3e0fac8ee2ec2c81075_back-2.png	G:/proggenius/site-copie/.metagistics/uploads-ssl.webflow.com/62ff945f5599ab3128c8264e/6314e3e0fac8ee2ec2c81075_back-2.png	(from https://cdn.prod.website-files.com/62ff945f5599ab3128c8264e/css/webmetagistic.webflow.d5d57622c.css)
11:18:12	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:13%20GMT	https://www.metagistics.uk/a	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/a	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:12	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:13%20GMT	https://www.metagistics.uk/POST	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/POST	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:12	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2030%20Oct%202024%2009:18:13%20GMT	https://www.metagistics.uk/b.resolvedLink	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
11:18:12	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Oct%202024%2009:18:13%20GMT	https://www.metagistics.uk/schema.org/	G:/proggenius/site-copie/.metagistics/www.metagistics.uk/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
